episode,timestep,reward
20,2000,-193.2967
40,4000,-187.8395
58,6000,-178.4084
79,8000,-202.866
99,10000,-171.3059
121,12000,-181.3069
141,14000,-136.7557
163,16000,-107.4559
185,18000,-130.3772
203,20000,-173.7174
224,22000,-107.2855
236,24000,-93.6282
259,26000,-111.0975
281,28000,-103.6216
302,30000,-105.7294
325,32000,-106.7986
345,34000,-101.2365
366,36000,-104.2508
387,38000,-89.5966
408,40000,-72.891
430,42000,-54.99
448,44000,-51.2022
466,46000,-36.3257
483,48000,-31.9051
499,50000,-13.8992
515,52000,-21.2698
531,54000,-7.8728
548,56000,-20.2267
557,58000,-5.5971
565,60000,-20.3371
569,62000,14.0049
573,64000,42.4001
579,66000,-39.0802
585,68000,5.5533
590,70000,-16.9716
594,72000,-35.2578
602,74000,1.8242
605,76000,41.6596
608,78000,10.1169
611,80000,11.6118
613,82000,39.2513
615,84000,67.5746
617,86000,74.5057
619,88000,67.1857
625,90000,-11.496
633,92000,20.5073
638,94000,39.6909
642,96000,16.5779
645,98000,61.0384
648,100000,24.907
653,102000,33.6228
657,104000,72.6955
659,106000,0.5858
663,108000,48.4919
666,110000,80.7078
668,112000,68.4656
671,114000,-101.7701
675,116000,43.2184
678,118000,-10.7867
681,120000,31.4325
684,122000,89.702
686,124000,71.4494
689,126000,59.1156
692,128000,34.6887
694,130000,51.5575
696,132000,125.3059
700,134000,50.9641
704,136000,54.8707
706,138000,126.7177
708,140000,91.1799
710,142000,116.2938
712,144000,125.5593
714,146000,-4.3589
717,148000,30.8796
720,150000,82.165
723,152000,64.1793
726,154000,43.8558
728,156000,67.5751
730,158000,114.7839
733,160000,65.1441
735,162000,158.957
737,164000,58.7722
740,166000,83.6765
742,168000,58.0526
744,170000,127.9097
750,172000,52.1595
755,174000,14.5574
759,176000,51.2001
762,178000,61.5723
764,180000,117.419
766,182000,112.584
771,184000,61.5313
773,186000,60.7734
775,188000,117.4013
777,190000,118.9961
779,192000,138.6889
784,194000,-33.8806
786,196000,137.4372
788,198000,114.6502
790,200000,60.3827
793,202000,100.9432
795,204000,121.5334
797,206000,142.325
799,208000,104.2793
801,210000,156.1122
803,212000,91.0776
806,214000,90.5031
810,216000,32.819
812,218000,85.0662
815,220000,99.2556
818,222000,70.9132
820,224000,156.593
822,226000,136.2893
825,228000,28.424
827,230000,156.0729
829,232000,133.1689
832,234000,128.8959
834,236000,132.3458
836,238000,162.2226
838,240000,140.9234
841,242000,117.4893
843,244000,143.6331
845,246000,134.1958
847,248000,116.6471
849,250000,140.1954
851,252000,141.8758
853,254000,131.1533
855,256000,123.8985
857,258000,150.5382
859,260000,175.9903
861,262000,130.5179
864,264000,89.3127
866,266000,123.2481
868,268000,165.4837
871,270000,102.5119
873,272000,132.739
875,274000,156.3547
877,276000,119.0393
879,278000,139.2463
882,280000,111.5962
884,282000,48.7071
886,284000,135.5787
888,286000,165.9755
890,288000,171.8561
893,290000,126.8999
896,292000,74.6617
898,294000,161.0814
900,296000,140.2339
902,298000,125.6144
904,300000,146.6812
907,302000,101.684
909,304000,138.8992
913,306000,64.2111
915,308000,139.5353
917,310000,152.0068
919,312000,159.39
922,314000,119.1323
925,316000,18.7396
927,318000,143.9706
931,320000,85.4686
933,322000,151.3517
935,324000,101.1708
937,326000,138.7107
939,328000,133.5838
941,330000,157.7814
944,332000,127.6096
947,334000,129.2432
949,336000,123.2026
952,338000,163.3885
954,340000,194.9881
957,342000,184.2374
959,344000,148.8096
962,346000,77.9718
964,348000,91.3233
966,350000,137.1795
968,352000,113.9837
970,354000,151.6547
972,356000,147.0511
974,358000,114.9547
976,360000,146.5674
978,362000,143.6367
980,364000,89.7289
982,366000,128.1366
984,368000,126.5947
986,370000,163.4179
989,372000,163.0789
991,374000,153.779
993,376000,151.6425
996,378000,110.5292
998,380000,161.1092
1000,382000,123.682
1002,384000,177.9189
1004,386000,152.7327
1006,388000,131.8543
1008,390000,135.8237
1010,392000,143.5974
1013,394000,108.3594
1016,396000,100.474
1018,398000,132.3474
1020,400000,137.9474
1022,402000,115.9117
1024,404000,94.9802
1026,406000,154.6816
1029,408000,90.0098
1032,410000,91.2961
1034,412000,153.0462
1036,414000,149.0645
1038,416000,96.2446
1040,418000,128.0982
1042,420000,159.0354
1044,422000,106.5817
1046,424000,147.8778
1048,426000,159.5781
1050,428000,128.3823
1052,430000,156.7897
1055,432000,102.5073
1057,434000,158.7952
1060,436000,145.5965
1062,438000,123.9877
1065,440000,70.9959
1067,442000,131.4011
1071,444000,62.1817
1073,446000,133.6642
1075,448000,138.0032
1077,450000,143.2201
1079,452000,120.0826
1081,454000,145.2186
1083,456000,142.99
1086,458000,159.7085
1088,460000,141.5841
1090,462000,190.4284
1092,464000,152.3457
1095,466000,95.9389
1097,468000,113.4839
1101,470000,112.0154
1103,472000,127.0824
1105,474000,122.9599
1107,476000,94.5629
1109,478000,140.4645
1111,480000,102.4053
1113,482000,106.103
1115,484000,115.2483
1117,486000,149.9319
1119,488000,118.5222
1121,490000,140.781
1124,492000,114.5206
1126,494000,101.4213
1128,496000,157.0862
1130,498000,130.7394
1133,500000,79.8197
1136,502000,177.6638
1138,504000,142.348
1140,506000,141.491
1142,508000,152.1019
1144,510000,143.7867
1146,512000,127.2093
1148,514000,-10.312
1150,516000,143.6373
1152,518000,135.4874
1154,520000,114.3541
1156,522000,131.0834
1158,524000,129.8734
1160,526000,109.2098
1162,528000,148.3431
1164,530000,74.698
1168,532000,47.1877
1171,534000,75.6681
1174,536000,117.9207
1176,538000,136.8386
1178,540000,44.878
1180,542000,142.2841
1182,544000,139.8933
1185,546000,83.3426
1187,548000,159.501
1189,550000,166.611
1192,552000,98.5571
1194,554000,134.3651
1196,556000,105.2863
1199,558000,66.6711
1201,560000,139.3603
1203,562000,130.3096
1205,564000,113.8362
1209,566000,83.6987
1211,568000,142.95
1213,570000,150.9155
1215,572000,139.7068
1217,574000,139.6739
1219,576000,173.0113
1222,578000,107.7889
1224,580000,103.287
1226,582000,137.4898
1228,584000,104.9468
1230,586000,161.6456
1232,588000,102.1574
1234,590000,143.5536
1236,592000,149.3158
1238,594000,73.0433
1240,596000,147.9729
1242,598000,111.2408
1245,600000,105.6147
1248,602000,82.3483
1250,604000,145.9081
1252,606000,142.79
1254,608000,170.0702
1256,610000,133.6067
1258,612000,154.2024
1261,614000,83.9991
1263,616000,153.7699
1265,618000,133.3493
1268,620000,80.4796
1270,622000,131.1162
1272,624000,141.751
1274,626000,116.9928
1276,628000,151.2957
1278,630000,148.0181
1280,632000,147.0343
1282,634000,145.8068
1285,636000,140.9074
1287,638000,141.7865
1289,640000,122.3689
1291,642000,153.0159
1293,644000,149.6805
1295,646000,136.4443
1297,648000,152.3004
1301,650000,52.5288
1304,652000,107.025
1306,654000,166.0465
1310,656000,86.3384
1312,658000,170.0514
1314,660000,143.8593
1316,662000,174.8069
1318,664000,74.4151
1320,666000,136.0622
1323,668000,85.283
1325,670000,169.8148
1328,672000,80.7086
1330,674000,129.0641
1332,676000,126.0419
1334,678000,143.363
1336,680000,153.4995
1338,682000,145.8487
1340,684000,148.1211
1342,686000,157.1382
1344,688000,140.7173
1346,690000,113.1058
1349,692000,134.0139
1351,694000,121.6516
1353,696000,129.4057
1355,698000,166.1276
1357,700000,113.2747
1359,702000,137.1056
1361,704000,129.9664
1363,706000,137.5798
1365,708000,135.0135
1367,710000,119.6698
1369,712000,145.7052
1371,714000,112.1183
1373,716000,148.7281
1375,718000,155.4507
1377,720000,160.9332
1379,722000,128.0082
1381,724000,147.8712
1383,726000,159.6671
1385,728000,129.6088
1387,730000,128.051
1389,732000,175.2408
1392,734000,105.638
1395,736000,118.5871
1398,738000,104.6564
1401,740000,110.5688
1403,742000,149.6283
1405,744000,124.0268
1407,746000,161.9266
1409,748000,164.5419
1411,750000,141.488
1413,752000,159.3824
1415,754000,136.8701
1417,756000,136.0144
1421,758000,82.6895
1423,760000,145.7027
1425,762000,154.2885
1427,764000,134.8936
1431,766000,40.563
1433,768000,135.4088
1435,770000,148.0703
1437,772000,182.7615
1439,774000,143.3984
1441,776000,139.117
1443,778000,154.1462
1445,780000,167.4314
1448,782000,112.0951
1451,784000,117.1295
1453,786000,106.2135
1455,788000,171.8575
1457,790000,148.886
1459,792000,180.1331
1461,794000,98.3586
1463,796000,110.0721
1465,798000,177.1317
1470,800000,75.0372
1472,802000,88.9763
1474,804000,146.8284
1477,806000,109.4341
1479,808000,134.4658
1481,810000,148.3676
1483,812000,146.19
1485,814000,146.9136
1487,816000,151.7738
1490,818000,113.6584
1492,820000,160.9819
1494,822000,132.2846
1496,824000,125.7941
1498,826000,128.5822
1501,828000,115.1781
1503,830000,145.3294
1505,832000,170.3125
1509,834000,55.4003
1511,836000,25.1832
1513,838000,140.8871
1515,840000,140.4762
1518,842000,112.3429
1521,844000,119.8901
1523,846000,118.3446
1525,848000,77.0618
1527,850000,154.5239
1529,852000,136.5725
1531,854000,132.6789
1533,856000,139.1204
1536,858000,88.7711
1538,860000,150.7499
1540,862000,145.2165
1542,864000,129.2324
1544,866000,144.9448
1546,868000,142.7572
1548,870000,144.3515
1550,872000,144.7972
1552,874000,143.6594
1554,876000,174.1056
1556,878000,82.5735
1558,880000,145.4948
1560,882000,144.5483
1563,884000,10.412
1565,886000,69.3995
1568,888000,86.9456
1571,890000,102.2992
1574,892000,90.4835
1576,894000,130.0744
1578,896000,109.4702
1580,898000,174.664
1583,900000,78.9638
1585,902000,154.4264
1588,904000,102.5807
1590,906000,150.2369
1593,908000,144.3518
1595,910000,132.9454
1597,912000,79.7013
1599,914000,160.4873
1601,916000,141.9893
1604,918000,99.1665
1606,920000,149.1908
1609,922000,105.1301
1612,924000,120.4161
1617,926000,69.1119
1619,928000,153.4286
1622,930000,109.5451
1624,932000,146.4385
1629,934000,23.2999
1631,936000,144.4073
1634,938000,105.423
1637,940000,102.8381
1641,942000,100.953
1643,944000,157.509
1646,946000,97.8732
1649,948000,65.6344
1651,950000,121.7334
1658,952000,5.8859
1660,954000,130.1351
1664,956000,73.5826
1666,958000,109.8925
1669,960000,52.9994
1674,962000,8.4273
1676,964000,124.4491
1679,966000,51.0875
1681,968000,124.0019
1683,970000,64.9682
1686,972000,44.2603
1688,974000,133.2346
1690,976000,131.4572
1692,978000,41.0485
1694,980000,143.4603
1697,982000,97.6465
1700,984000,101.4852
1703,986000,91.3106
1707,988000,44.375
1709,990000,144.5501
1711,992000,155.181
1713,994000,148.9852
1716,996000,90.0299
1718,998000,145.3952
1720,1000000,142.6483
1723,1002000,94.4145
1725,1004000,133.8656
1728,1006000,23.5378
1731,1008000,93.2124
1733,1010000,170.0208
1736,1012000,103.972
1738,1014000,153.671
1741,1016000,80.9794
1743,1018000,165.1678
1747,1020000,91.7949
1750,1022000,-103.5048
1752,1024000,110.9613
1754,1026000,152.9825
1756,1028000,145.4615
1760,1030000,70.9351
1762,1032000,138.1035
1764,1034000,60.7941
1766,1036000,158.6508
1769,1038000,45.3795
1771,1040000,127.9111
1773,1042000,145.6238
1776,1044000,77.0532
1779,1046000,29.1933
1781,1048000,140.7669
1784,1050000,-44.1252
1786,1052000,89.6957
1789,1054000,105.3979
1791,1056000,144.0296
1794,1058000,116.1093
1796,1060000,148.9118
1798,1062000,162.3408
1801,1064000,86.3043
1804,1066000,95.3649
1806,1068000,142.1814
1810,1070000,81.9402
1813,1072000,114.3783
1815,1074000,133.9113
1818,1076000,45.3509
1821,1078000,125.5331
1826,1080000,74.2272
1829,1082000,76.8823
1832,1084000,82.1333
1834,1086000,29.7891
1836,1088000,150.3301
1840,1090000,78.8189
1844,1092000,72.3261
1846,1094000,128.8125
1848,1096000,160.9175
1850,1098000,101.281
1852,1100000,106.0187
1854,1102000,118.4213
1860,1104000,8.0062
1862,1106000,128.2864
1865,1108000,107.6006
1867,1110000,160.6547
1869,1112000,128.5599
1871,1114000,132.7104
1874,1116000,49.0622
1876,1118000,108.1362
1879,1120000,42.588
1882,1122000,79.7374
1884,1124000,149.0063
1886,1126000,160.8302
1888,1128000,118.8952
1890,1130000,118.2401
1892,1132000,100.1964
1894,1134000,131.1192
1896,1136000,142.1463
1900,1138000,82.3062
1902,1140000,151.6109
1904,1142000,112.8202
1906,1144000,149.4315
1912,1146000,64.7193
1914,1148000,135.3668
1916,1150000,136.6468
1919,1152000,116.841
1921,1154000,113.9005
1924,1156000,118.4523
1926,1158000,139.6724
1928,1160000,24.5636
1931,1162000,49.9161
1933,1164000,144.7428
1936,1166000,37.195
1944,1168000,44.38
1946,1170000,148.125
1948,1172000,130.0555
1951,1174000,69.0201
1953,1176000,134.8807
1955,1178000,137.7474
1962,1180000,49.1022
1964,1182000,128.4961
1966,1184000,151.616
1970,1186000,79.6667
1972,1188000,93.5618
1979,1190000,60.5124
1982,1192000,71.397
1984,1194000,138.9486
1987,1196000,115.3567
1990,1198000,117.2563
1993,1200000,99.5248
1995,1202000,76.8108
1998,1204000,64.6911
2001,1206000,28.3387
2003,1208000,155.0242
2008,1210000,-10.3406
2012,1212000,71.3749
2016,1214000,57.6594
2020,1216000,46.2238
2022,1218000,152.4561
2024,1220000,142.9393
2026,1222000,126.9449
2029,1224000,64.513
2031,1226000,135.0034
2034,1228000,91.2132
2037,1230000,67.486
2039,1232000,28.0579
2044,1234000,1.3261
2049,1236000,50.7546
2051,1238000,68.7824
2054,1240000,110.1388
2056,1242000,136.9536
2058,1244000,126.9546
2060,1246000,45.1348
2062,1248000,67.1354
2066,1250000,73.5009
2068,1252000,165.4664
2070,1254000,61.7562
2074,1256000,91.714
2076,1258000,128.2676
2079,1260000,102.0573
2081,1262000,52.6716
2085,1264000,54.9386
2087,1266000,132.8203
2089,1268000,89.0341
2091,1270000,150.5242
2093,1272000,123.4235
2095,1274000,139.5735
2097,1276000,103.3485
2100,1278000,99.4904
2103,1280000,43.6996
2105,1282000,107.4354
2110,1284000,45.1112
2113,1286000,71.59
2115,1288000,134.0846
2118,1290000,68.4902
2120,1292000,144.1361
2122,1294000,60.1875
2125,1296000,79.5164
2127,1298000,138.929
2130,1300000,63.3449
2134,1302000,86.825
2136,1304000,125.0866
2139,1306000,86.2773
2142,1308000,41.9147
2146,1310000,-0.6191
2149,1312000,52.3618
2151,1314000,47.979
2153,1316000,133.9716
2157,1318000,54.3764
2162,1320000,59.1656
2164,1322000,136.7981
2166,1324000,143.4477
2170,1326000,40.3656
2172,1328000,204.8564
2174,1330000,36.515
2181,1332000,3.94
2183,1334000,154.7816
2190,1336000,58.6553
2192,1338000,141.3754
2194,1340000,139.4843
2197,1342000,71.3113
2199,1344000,49.7844
2201,1346000,124.9597
2203,1348000,81.9569
2205,1350000,54.249
2209,1352000,78.1123
2211,1354000,143.7416
2215,1356000,62.0272
2218,1358000,98.8493
2220,1360000,97.3197
2222,1362000,126.5569
2225,1364000,80.5825
2231,1366000,36.0422
2233,1368000,146.1981
2235,1370000,166.1477
2237,1372000,157.4587
2241,1374000,70.4598
2244,1376000,-51.5723
2248,1378000,102.0093
2252,1380000,90.2105
2254,1382000,118.7423
2257,1384000,-33.3603
2261,1386000,26.582
2263,1388000,175.5042
2266,1390000,-24.4111
2269,1392000,17.0926
2271,1394000,144.6602
2273,1396000,100.5714
2275,1398000,58.2789
2278,1400000,115.1074
2280,1402000,154.6738
2282,1404000,179.9826
2284,1406000,115.1298
2286,1408000,119.444
2289,1410000,50.5867
2291,1412000,120.2843
2294,1414000,94.6883
2296,1416000,101.8973
2298,1418000,152.3809
2301,1420000,127.0344
2304,1422000,94.6501
2307,1424000,174.6865
2309,1426000,147.1474
2311,1428000,70.7408
2313,1430000,146.3269
2315,1432000,114.1203
2317,1434000,101.7265
2319,1436000,142.0649
2321,1438000,115.6536
2323,1440000,113.4115
2326,1442000,112.3638
2329,1444000,75.2775
2331,1446000,97.3121
2333,1448000,92.655
2335,1450000,149.5458
2337,1452000,114.4696
2340,1454000,110.9343
2342,1456000,149.4542
2345,1458000,97.6405
2347,1460000,54.1266
2350,1462000,99.7925
2352,1464000,133.9491
2355,1466000,93.6809
2357,1468000,137.2936
2359,1470000,61.8583
2361,1472000,91.1786
2363,1474000,145.8003
2366,1476000,89.7163
2368,1478000,109.2608
2370,1480000,74.7428
2373,1482000,120.0872
2376,1484000,67.8951
2378,1486000,1.6557
2380,1488000,106.2294
2382,1490000,115.0037
2384,1492000,53.5108
2387,1494000,47.4668
2392,1496000,75.7676
2394,1498000,130.129
2398,1500000,81.4389
2402,1502000,83.8376
2404,1504000,157.703
2406,1506000,132.3149
2408,1508000,153.6759
2411,1510000,103.8782
2413,1512000,94.0998
2415,1514000,156.3263
2418,1516000,104.6372
2421,1518000,44.3472
2423,1520000,140.6923
2425,1522000,160.3653
2427,1524000,139.1458
2429,1526000,58.8513
2432,1528000,67.761
2434,1530000,127.7614
2437,1532000,76.3474
2440,1534000,78.4584
2442,1536000,143.5138
2444,1538000,137.0484
2446,1540000,96.3783
2449,1542000,-36.9811
2452,1544000,96.3176
2454,1546000,150.6055
2456,1548000,133.4782
2458,1550000,89.706
2460,1552000,127.2046
2463,1554000,97.5813
2465,1556000,126.1057
2468,1558000,32.3168
2470,1560000,77.4366
2473,1562000,72.7409
2476,1564000,31.1743
2480,1566000,33.7813
2482,1568000,92.1743
2484,1570000,144.7521
2486,1572000,140.3377
2488,1574000,88.2125
2490,1576000,144.5801
2492,1578000,130.5824
2494,1580000,117.5922
2496,1582000,155.2622
2498,1584000,55.2509
2500,1586000,151.9412
2504,1588000,-50.868
2506,1590000,98.6434
2509,1592000,112.4261
2511,1594000,101.6855
2513,1596000,-4.9005
2516,1598000,76.6075
2519,1600000,-23.4904
2522,1602000,91.998
2524,1604000,88.118
2529,1606000,79.5909
2532,1608000,91.0549
2534,1610000,97.915
2539,1612000,11.1099
2541,1614000,141.3267
2543,1616000,53.8342
2545,1618000,145.5919
2547,1620000,172.4651
2551,1622000,41.4321
2553,1624000,124.7871
2556,1626000,106.2724
2558,1628000,98.6161
2560,1630000,144.5466
2563,1632000,89.7233
2565,1634000,121.7232
2569,1636000,94.2705
2571,1638000,111.81
2573,1640000,106.2248
2575,1642000,152.0337
2577,1644000,128.9447
2579,1646000,142.5782
2581,1648000,77.5761
2583,1650000,95.7116
2585,1652000,116.5481
2587,1654000,31.9003
2589,1656000,124.0338
2592,1658000,84.7563
2595,1660000,25.2537
2598,1662000,2.754
2600,1664000,139.5869
2602,1666000,139.6527
2604,1668000,130.3673
2606,1670000,134.8554
2609,1672000,97.8082
2611,1674000,139.7669
2613,1676000,131.6169
2615,1678000,163.029
2617,1680000,159.3227
2619,1682000,140.1377
2621,1684000,160.6354
2623,1686000,124.8602
2625,1688000,101.3347
2629,1690000,45.1492
2631,1692000,19.6475
2633,1694000,119.0483
2635,1696000,186.6716
2637,1698000,158.8414
2639,1700000,147.7976
2644,1702000,21.9099
2648,1704000,35.9067
2651,1706000,94.9128
2653,1708000,135.3255
2655,1710000,135.4987
2659,1712000,76.7386
2661,1714000,148.1172
2663,1716000,159.8453
2668,1718000,38.2566
2670,1720000,141.9711
2672,1722000,133.8699
2675,1724000,115.7066
2677,1726000,124.7088
2680,1728000,87.1443
2683,1730000,106.3174
2685,1732000,147.9064
2689,1734000,71.1979
2691,1736000,111.9349
2693,1738000,149.8543
2696,1740000,85.1415
2698,1742000,49.3456
2700,1744000,142.8527
2703,1746000,77.5962
2705,1748000,120.1294
2708,1750000,117.407
2710,1752000,136.0127
2713,1754000,71.7149
2717,1756000,23.8213
2721,1758000,43.8032
2723,1760000,41.3414
2726,1762000,87.0977
2731,1764000,1.5888
2733,1766000,130.5753
2735,1768000,106.8682
2737,1770000,122.7743
2740,1772000,84.8256
2742,1774000,109.0798
2745,1776000,19.7028
2747,1778000,59.7847
2749,1780000,126.0772
2753,1782000,16.4478
2755,1784000,-3.1624
2757,1786000,151.4871
2759,1788000,140.5309
2761,1790000,147.5209
2765,1792000,68.7127
2767,1794000,145.0406
2769,1796000,139.2842
2775,1798000,62.0382
2777,1800000,151.8204
2779,1802000,110.6117
2782,1804000,60.0387
2784,1806000,88.9856
2786,1808000,153.9642
2788,1810000,150.7195
2790,1812000,110.1374
2792,1814000,115.3558
2794,1816000,63.1561
2797,1818000,37.8247
2799,1820000,77.5816
2801,1822000,140.8438
2803,1824000,102.1741
2805,1826000,121.5894
2807,1828000,149.1585
2809,1830000,121.3057
2811,1832000,120.8158
2813,1834000,128.9816
2815,1836000,103.1995
2818,1838000,62.5539
2821,1840000,89.6152
2823,1842000,121.6695
2826,1844000,96.8365
2830,1846000,55.7164
2833,1848000,38.5801
2838,1850000,50.0602
2841,1852000,91.1094
2844,1854000,79.4427
2846,1856000,93.333
2848,1858000,118.07
2853,1860000,68.5176
2855,1862000,90.4003
2857,1864000,112.1962
2859,1866000,140.8679
2861,1868000,114.7938
2864,1870000,83.0668
2867,1872000,70.5662
2870,1874000,87.3225
2872,1876000,116.7614
2876,1878000,4.6384
2879,1880000,138.3576
2882,1882000,108.812
2884,1884000,136.3368
2886,1886000,63.8751
2888,1888000,96.0863
2891,1890000,105.8007
2894,1892000,72.0442
2896,1894000,123.4547
2898,1896000,137.295
2905,1898000,44.1391
2907,1900000,111.1211
2909,1902000,127.9798
2913,1904000,73.2521
2916,1906000,73.2958
2918,1908000,84.9729
2920,1910000,72.1594
2922,1912000,121.2437
2924,1914000,158.1779
2926,1916000,89.1251
2929,1918000,85.7434
2932,1920000,18.5411
2935,1922000,37.6953
2937,1924000,148.6882
2939,1926000,39.1709
2943,1928000,-48.6276
2945,1930000,123.6056
2947,1932000,115.2788
2951,1934000,80.4073
2953,1936000,56.2815
2956,1938000,97.5274
2958,1940000,107.3693
2960,1942000,151.4548
2966,1944000,35.9932
2968,1946000,128.9991
2972,1948000,66.3347
2975,1950000,31.8217
2977,1952000,116.3383
2979,1954000,152.4122
2983,1956000,85.2174
2987,1958000,87.1405
2990,1960000,67.155
2998,1962000,14.4877
3001,1964000,106.7609
3003,1966000,134.2551
3008,1968000,-6.2272
3010,1970000,155.7067
3014,1972000,20.9643
3019,1974000,11.0228
3022,1976000,73.5842
3025,1978000,83.0995
3027,1980000,162.8139
3029,1982000,149.4154
3031,1984000,143.71
3033,1986000,167.8771
3035,1988000,152.6167
3037,1990000,73.7692
3041,1992000,27.4735
3044,1994000,113.7002
3046,1996000,150.7503
3049,1998000,86.6725
3054,2000000,-9.5052
3056,2002000,159.17
3058,2004000,59.7805
3060,2006000,91.3917
3065,2008000,45.627
3067,2010000,138.5185
3071,2012000,73.7783
3074,2014000,110.7758
3076,2016000,163.2477
3078,2018000,141.1617
3081,2020000,116.7344
3083,2022000,124.1901
3086,2024000,30.4721
3089,2026000,49.0247
3093,2028000,33.4324
3095,2030000,129.522
3098,2032000,60.6481
3100,2034000,135.7625
3102,2036000,149.3682
3104,2038000,150.1103
3106,2040000,85.75
3108,2042000,157.8641
3110,2044000,131.372
3112,2046000,140.9537
3115,2048000,91.1328
3117,2050000,147.1989
3120,2052000,78.7022
3122,2054000,117.2115
3125,2056000,144.3069
3127,2058000,116.2294
3129,2060000,68.2029
3132,2062000,27.5881
3134,2064000,132.2918
3136,2066000,125.0172
3138,2068000,130.2749
3140,2070000,73.1425
3143,2072000,119.7241
3146,2074000,81.1631
3148,2076000,163.4495
3150,2078000,141.8649
3152,2080000,148.089
3154,2082000,44.256
3156,2084000,153.8337
3158,2086000,145.1304
3160,2088000,73.7944
3162,2090000,143.1044
3165,2092000,95.219
3167,2094000,119.9551
3169,2096000,149.7386
3171,2098000,147.3433
3173,2100000,14.2417
3175,2102000,92.6613
3177,2104000,161.0706
3179,2106000,149.4976
3182,2108000,104.9425
3185,2110000,105.9269
3188,2112000,8.0785
3190,2114000,159.1237
3192,2116000,171.768
3196,2118000,32.221
3198,2120000,168.0044
3200,2122000,108.4886
3202,2124000,92.6133
3204,2126000,64.4859
3206,2128000,140.2101
3208,2130000,132.738
3213,2132000,16.6949
3215,2134000,162.7057
3217,2136000,155.9375
3220,2138000,107.4297
3223,2140000,110.7621
3225,2142000,126.799
3227,2144000,137.0161
3229,2146000,139.6362
3231,2148000,134.2099
3233,2150000,62.5627
3236,2152000,64.7454
3238,2154000,120.0512
3241,2156000,33.3189
3243,2158000,117.4978
3246,2160000,101.5573
3248,2162000,98.4884
3250,2164000,126.9694
3252,2166000,121.0648
3255,2168000,35.5189
3257,2170000,138.1005
3260,2172000,95.3455
3262,2174000,136.2701
3264,2176000,156.6946
3267,2178000,18.5856
3269,2180000,135.6895
3271,2182000,146.7931
3273,2184000,125.4647
3275,2186000,149.1907
3278,2188000,66.5543
3280,2190000,111.7162
3282,2192000,119.9441
3285,2194000,104.9668
3288,2196000,63.7847
3291,2198000,96.3411
3293,2200000,82.0593
3296,2202000,108.7587
3298,2204000,84.9071
3300,2206000,146.1898
3302,2208000,162.7271
3304,2210000,144.8594
3306,2212000,128.6675
3308,2214000,137.2768
3311,2216000,102.3488
3314,2218000,95.8421
